[ 98  92 108 105 101 103 113  94 110  71 106  98 102  96  99 106 102 105
 109  90  96 105 109 100 105  92 107 102 104 108  80  97 104 100 104 114
  87 110  89  89 105  79 108 100  99  87 116  97 122 102 102  88 121  87
 107 105  84  98 129 113  95  93  86  98  86  93  94 103 102  92 110  89
 106  86  96  96  84  93 112  97  98 101  90 101 112 101 117  95 105 102
 111  98  93  93 102  95  90  98 105 106 101 115 104 101 111 103  85 100
 107 102  96 107  97 107 103  93  97  85 101  87 115 104 110  93  98  89
 100  94 119 102 109  98  96 105  94  93  96 101  89 103  95 106  98  94
 110  90  94  94 101 109  98  94  98  93  87 114 110  84  95  87  99  90
  86  95  89 122 118  97 105  85 109  94  96 103 109  98  96 102 100  98
 114  80 104 105 107 100 101  96  80 115 107  96 104  98 107  91 111 114
  86 113  94 107  99 120 104 104 102 102 118 109 114  97  95  95 107 103
  89 108  94 117  86  92 117 111 110  97  84 122  87 101 108  99 113 108
  87 112 103 122 114 111  87 108  98  85 104  95  95  97 112  94  88  97
  92  97  99  97  99 102  92  92  96  90 101 100 108 112  82  87  89 102
 102  94 105  93 115 102 102 124  90  87 104 114  88 104  92  96 122  97
  94 104  77  89  82 116 100  93  81  91  97  88 106  81  66 116 109 113
 110  91  91 118 118  98 110  99 112 102  79  98  99 117 104  83 103 117
  89 133  99 114  98 104  97  91  88 118 117  83  93  98  96  98 115 105
  91  92 113  99  84 102  92 105 103 110 111  86  97 121  92 105 106  81
 103 101  99  95  90 107 102 116 117  91 103 107 112  91  91 102 112  91
 101  98 118 114  98 101 112  91  88 114 103  94 102  95  84 110  82 102
 102 100  86  81  95 108  97  93 107  91 123 100  99  93  97 103 102 110
 105 102  93 121  88  89  92 107  86  94 126 100  92  98  86 105 101  89
 107 100 104 106 112 115  95 110  91  85 101 108  90  98 116  88 103  92
  95 108  93  95  90 116 102 112 123  97  88  93  95  95 121 112  86 104
 105 103 105 111  99  85  87  99 103  95 110 115  88  87 106  88  92  98
  78 121 113 113  94  97 112 119  80  97  97  91  72 107]
The transmit rate is 10.0
201.418161	6	1
246.507644	6	3
207.115411	6	4
219.090223	6	5
270.169496	6	6
225.243568	6	7
852.211952	16	2
189.723014	6	9
228.701114	6	10
303.315401	6	11
250.309228	6	12
199.650287	6	13
184.728860	6	15
887.471437	16	8
215.299606	6	16
216.405391	6	17
240.844488	6	18
211.490392	6	19
903.510808	16	14
216.520786	6	21
211.769580	6	22
222.185850	6	23
250.603675	6	24
215.913295	6	25
903.385400	16	20
198.396921	6	27
223.907470	6	28
249.491691	6	29
237.702608	6	30
203.892230	6	31
180.124521	6	33
914.879560	16	26
226.115703	6	34
242.246866	6	35
219.992160	6	36
233.628988	6	37
902.138710	16	32
204.484224	6	39
254.353046	6	40
267.800569	6	41
261.419296	6	42
248.547077	6	43
195.109128	6	45
909.077644	16	38
206.467151	6	46
272.084236	6	47
234.238147	6	48
207.123517	6	49
905.286550	16	44
211.929798	6	51
211.977481	6	52
217.029094	6	53
215.798139	6	54
193.578481	6	55
182.176828	6	57
934.215068	16	50
246.728658	6	58
212.620735	6	59
207.776546	6	60
229.706764	6	61
905.803442	16	56
206.531286	6	63
227.788925	6	64
211.748123	6	65
219.621181	6	66
211.142778	6	67
183.815002	6	69
913.981914	16	62
203.396320	6	70
227.185249	6	71
240.047693	6	72
189.280748	6	73
178.741216	6	75
922.617435	16	68
198.235034	6	76
302.548170	6	77
212.229251	6	78
198.416948	6	79
182.290554	6	81
926.623344	16	74
193.580627	6	82
225.607633	6	83
229.166746	6	84
220.552206	6	85
916.093349	16	80
202.035427	6	87
183.815717	6	88
221.455574	6	89
240.411281	6	90
203.104496	6	91
902.333259	16	86
177.432775	6	93
206.157207	6	94
234.133720	6	95
244.616985	6	96
206.811904	6	97
178.864002	6	99
908.761024	16	92
219.103813	6	100
221.435546	6	101
252.215147	6	102
242.168188	6	103
908.186674	16	98
191.903829	6	105
202.056884	6	106
239.473342	6	107
235.422372	6	108
233.987569	6	109
900.789260	16	104
210.306406	6	111
209.852695	6	112
233.065843	6	113
229.021310	6	114
254.994630	6	115
905.900716	16	110
