[21 26 22 ... 28 26 22]
101.990699	6	1
116.108179	6	2
110.415697	6	3
96.5898036	6	4
89.4091129	6	5
115.813493	6	6
100.030899	6	7
79.4086456	6	8
97.4595546	6	9
82.2145938	6	10
72.8771686	6	11
111.462831	6	22
87.6038074	6	23
78.2463550	6	24
92.8628444	6	28
99.7188091	6	29
92.1998023	6	30
533.333301	16	12
84.0239524	6	32
122.737169	6	31
83.2839012	6	33
92.0243263	6	34
107.446908	6	35
104.474306	6	36
84.6443176	6	37
110.765933	6	38
92.5691127	6	40
115.175962	6	39
91.3360118	6	41
106.557369	6	42
106.528282	6	43
112.437963	6	44
127.887725	6	45
117.765665	6	46
110.299348	6	47
854.492902	16	14
99.6739864	6	48
106.566905	6	49
912.222146	16	13
90.4748439	6	51
135.771512	6	50
103.863239	6	52
938.027620	16	16
104.339838	6	53
92.8506851	6	54
93.8706398	6	55
93.1599140	6	56
80.8424949	6	57
983.332633	16	17
84.1667652	6	58
103.658676	6	59
812.901258	16	27
77.8496265	6	61
110.094547	6	60
1030.99370	16	19
1126.24168	16	15
1061.93685	16	18
94.7637557	6	62
931.864738	16	25
86.0900878	6	63
1060.45150	16	20
1036.29684	16	21
916.203737	16	26
79.5688629	6	64
103.850126	6	65
83.3699703	6	66
109.145164	6	67
85.4325294	6	68
104.104757	6	69
94.7749614	6	70
123.685598	6	71
111.840009	6	72
108.596086	6	73
88.3846282	6	74
82.0269584	6	75
68.5324668	6	76
97.3315238	6	85
133.610486	6	84
125.147581	6	86
99.8618602	6	87
110.691070	6	88
99.6379852	6	89
84.6722126	6	90
80.2872180	6	91
397.146224	16	77
497.863292	16	78
100.720882	6	106
115.732908	6	107
105.873346	6	108
106.773138	6	109
107.513189	6	110
131.825685	6	111
117.311716	6	112
94.0606594	6	113
120.161533	6	114
132.566928	6	116
162.784099	6	115
126.466989	6	118
148.436307	6	117
123.774528	6	119
110.381126	6	120
104.833126	6	121
1071.07162	16	79
103.685617	6	122
98.4210968	6	123
1069.89860	16	81
1102.88071	16	80
107.790231	6	124
80.4271697	6	125
91.4490222	6	126
102.619409	6	127
1119.48609	16	83
1140.24019	16	82
95.0345993	6	128
80.7418823	6	129
83.3747386	6	130
92.0386314	6	131
99.0452766	6	132
81.6102027	6	133
94.1894054	6	134
83.6083889	6	135
81.1312198	6	136
91.1731719	6	137
92.3171043	6	138
92.1168327	6	139
88.6809825	6	140
91.1829471	6	141
1249.16243	16	94
114.811897	6	142
104.367971	6	143
1334.15985	16	92
87.2349739	6	145
110.987663	6	144
1237.89358	16	97
94.6588516	6	146
98.9599227	6	147
1222.61357	16	100
97.4259376	6	148
92.5776958	6	149
87.3417854	6	150
1317.84582	16	98
80.8658599	6	151
1380.08189	16	96
1463.98019	16	93
1413.22588	16	95
1340.50416	16	99
96.5156555	6	152
80.3060531	6	153
1336.45081	16	101
1330.11555	16	102
1281.32820	16	104
1318.27688	16	103
115.721464	6	154
111.142873	6	155
107.925891	6	156
95.5607891	6	158
122.281312	6	157
96.4684486	6	159
113.814830	6	160
102.603197	6	161
87.7346992	6	162
87.0254039	6	163
92.3907756	6	164
87.7652168	6	165
81.9523334	6	166
77.4457454	6	167
81.0792446	6	168
103.363513	6	169
83.9450359	6	170
74.2411613	6	171
535.935401	16	172
95.7715511	6	197
106.350660	6	198
108.927011	6	199
110.747337	6	200
115.167379	6	201
108.987808	6	202
120.380401	6	203
113.129377	6	204
105.288267	6	205
102.163076	6	206
99.4598865	6	207
101.299524	6	208
104.390859	6	209
103.021860	6	210
103.570699	6	211
113.257646	6	212
101.376056	6	213
112.242937	6	214
134.726762	6	215
120.445013	6	216
118.834733	6	217
110.063314	6	218
120.765924	6	219
128.891468	6	220
111.938476	6	221
100.753545	6	222
1211.17258	16	174
1242.34724	16	173
101.039886	6	224
119.388818	6	223
103.683471	6	225
95.9830284	6	227
119.466781	6	226
81.9344520	6	228
88.3681774	6	229
99.4873046	6	230
98.5248088	6	231
1351.28784	16	177
102.051019	6	232
105.238914	6	233
111.344575	6	234
108.566284	6	235
123.936653	6	236
107.236146	6	237
107.722282	6	238
105.511188	6	239
99.6389389	6	240
1572.06249	16	176
1514.57333	16	179
109.906435	6	241
101.793766	6	242
1593.44768	16	178
108.174085	6	243
100.354194	6	244
110.383987	6	245
101.117372	6	246
93.6739444	6	247
86.7021083	6	248
92.5619602	6	249
106.030702	6	250
109.499454	6	251
97.2404479	6	252
118.441581	6	253
102.440595	6	254
103.146791	6	255
98.2596874	6	256
1839.24555	16	180
99.6148586	6	257
1981.73403	16	175
1716.49861	16	187
100.286722	6	258
102.378129	6	259
1902.40550	16	181
108.384847	6	260
1869.57645	16	183
91.7625427	6	261
74.2254257	6	262
1864.31527	16	184
103.436946	6	263
85.7737064	6	264
101.861000	6	265
74.8474597	6	266
1997.44081	16	182
1930.18841	16	186
1824.04899	16	191
102.212429	6	267
87.9302024	6	268
1936.30743	16	188
84.7973823	6	269
1907.68408	16	190
1872.19500	16	192
1860.42165	16	193
82.4177265	6	270
1945.02067	16	189
77.7478218	6	271
1857.00297	16	196
1901.82042	16	194
1890.14506	16	195
113.746881	6	272
94.9575901	6	273
92.7674770	6	274
76.6811370	6	276
99.2362499	6	275
81.1848640	6	277
84.1560363	6	278
80.5554389	6	279
88.6332988	6	280
87.5670909	6	281
69.5104598	6	282
68.8424110	6	283
307.957172	16	284
110.766649	6	295
111.508846	6	296
114.323139	6	297
109.320402	6	298
104.065418	6	299
88.9120101	6	300
86.0173702	6	301
84.6133232	6	302
80.8460712	6	303
100.953817	6	304
90.6095504	6	305
90.6252861	6	306
87.0850086	6	308
117.475509	6	307
96.7321395	6	309
82.3621749	6	310
91.6259288	6	311
737.957477	16	285
83.9591026	6	312
106.547117	6	313
116.593360	6	314
119.810581	6	315
111.457824	6	316
805.716037	16	288
728.523492	16	291
118.014574	6	317
870.798826	16	286
116.650581	6	318
698.661088	16	294
115.135669	6	319
117.213726	6	320
108.428955	6	321
105.317831	6	322
922.388792	16	287
806.686401	16	292
785.371780	16	293
881.852626	16	289
110.784530	6	323
883.246898	16	290
102.339267	6	324
98.5517501	6	325
120.929479	6	326
112.520456	6	327
96.0044860	6	328
97.6769924	6	329
88.0928039	6	330
86.6250991	6	331
80.9297561	6	332
87.0788097	6	338
124.021768	6	339
96.9939231	6	340
106.684207	6	341
293.917179	16	333
91.2051200	6	342
96.6303348	6	343
109.079599	6	344
105.560302	6	345
361.857414	16	334
95.8909988	6	346
96.6682434	6	347
101.893901	6	348
96.4064598	6	349
101.043939	6	350
394.237279	16	337
96.0457324	6	351
427.908182	16	336
465.271472	16	335
74.8357772	6	353
92.4844741	6	352
91.2790298	6	354
88.4110927	6	355
91.7689800	6	356
97.8679656	6	357
87.4254703	6	358
118.071556	6	359
90.4948711	6	360
93.5673713	6	361
97.6300239	6	362
77.4214267	6	363
80.1093578	6	364
81.0728073	6	365
71.2103843	6	366
111.187934	6	385
105.515003	6	387
135.532855	6	386
113.201141	6	388
119.567632	6	389
100.183486	6	390
101.295948	6	391
654.312372	16	367
103.233814	6	392
99.6456146	6	393
79.8106193	6	394
706.710338	16	368
85.3509902	6	395
77.8038501	6	396
83.0092430	6	397
102.579355	6	398
103.393316	6	399
123.813390	6	400
109.243392	6	401
110.524654	6	402
110.272407	6	403
108.434915	6	404
103.882789	6	405
112.926244	6	406
997.621297	16	369
117.109537	6	407
112.444639	6	408
113.302469	6	409
123.415708	6	410
107.695102	6	411
108.082294	6	412
88.2718563	6	413
1135.68377	16	370
118.004083	6	414
101.942539	6	415
97.8291034	6	416
81.5315246	6	417
1200.36768	16	371
106.836318	6	418
86.1830711	6	420
109.601020	6	419
1243.12829	16	372
89.0228748	6	421
86.7764949	6	422
1226.96113	16	374
85.2224826	6	424
122.986078	6	423
1328.22537	16	373
